Gender,Married,Churn,Offer,Phone Service,Multiple Lines,Internet Service,Internet Type,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method
Male,No,No,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card
Male,No,No,Offer E,Yes,No,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal
Male,No,Yes,Offer E,Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
Male,Yes,Yes,None,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal
Male,Yes,No,Offer D,Yes,No,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal
Male,Yes,No,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal
Female,Yes,No,Offer D,Yes,No,Yes,Cable,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card
Female,No,No,None,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal
Female,Yes,No,Offer A,Yes,Yes,Yes,Cable,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal
Female,Yes,Yes,None,No,No,Yes,DSL,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No,Credit Card
Female,No,Yes,None,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
Female,Yes,No,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card
Male,No,No,None,Yes,Yes,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card
Female,Yes,Yes,None,Yes,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,No,No,Month-to-Month,No,Bank Withdrawal
Female,No,No,None,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
Male,No,No,None,Yes,Yes,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card
Female,Yes,No,None,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,No,Yes,Yes,No,Month-to-Month,Yes,Credit Card
Female,No,No,None,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal
Male,Yes,No,Offer C,Yes,Yes,Yes,DSL,No,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Credit Card
Male,No,Yes,None,No,No,Yes,DSL,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card
Female,No,Yes,None,Yes,No,Yes,DSL,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card
Male,No,No,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card
Female,No,Yes,Offer D,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card
Male,No,Yes,None,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card
Male,No,No,Offer C,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Mailed Check
Female,Yes,No,None,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card
Male,No,No,None,Yes,No,No,None,No,No,No,No,No,No,No,No,One Year,No,Credit Card
Female,No,No,Offer D,Yes,No,Yes,Fiber Optic,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
Female,No,No,Offer E,Yes,No,Yes,Fiber Optic,No,No,Yes,No,Yes,No,No,No,One Year,Yes,Bank Withdrawal
Female,Yes,No,None,Yes,Yes,Yes,Cable,No,No,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal
Female,Yes,No,None,Yes,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal
Female,Yes,No,None,Yes,Yes,No,None,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal
Female,No,No,None,Yes,No,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal
Female,No,No,Offer E,Yes,No,Yes,Fiber Optic,No,Yes,No,No,Yes,No,No,No,Month-to-Month,Yes,Credit Card
Male,No,Yes,Offer E,Yes,No,Yes,Cable,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
Male,Yes,No,Offer A,No,No,Yes,DSL,Yes,Yes,No,No,Yes,No,No,Yes,One Year,No,Credit Card
Female,Yes,No,Offer D,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card
Male,No,No,Offer D,Yes,No,Yes,Fiber Optic,No,No,Yes,Yes,Yes,No,No,Yes,Month-to-Month,No,Credit Card
Female,No,Yes,Offer E,Yes,No,Yes,DSL,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal
Female,Yes,No,None,Yes,Yes,No,None,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card
Female,Yes,No,Offer B,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal
Male,No,No,None,No,No,Yes,Cable,Yes,No,Yes,No,No,No,No,Yes,One Year,Yes,Credit Card
Male,Yes,No,Offer B,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card
Male,No,No,None,Yes,No,No,None,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal
Female,Yes,Yes,Offer D,Yes,No,Yes,DSL,Yes,Yes,Yes,No,No,No,No,No,Month-to-Month,No,Credit Card
Female,Yes,No,Offer B,Yes,Yes,Yes,DSL,No,Yes,No,No,Yes,No,No,Yes,One Year,No,Bank Withdrawal
Female,Yes,Yes,None,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal
Female,No,Yes,Offer D,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
Female,No,No,None,Yes,Yes,Yes,Cable,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card
Male,Yes,Yes,Offer D,Yes,Yes,Yes,Cable,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card
Male,No,No,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card
Male,Yes,No,Offer B,Yes,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,No,Yes,Two Year,Yes,Credit Card
Male,Yes,No,Offer B,No,No,Yes,DSL,No,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal
Female,Yes,No,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card
Female,No,Yes,None,Yes,No,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal
Female,Yes,No,None,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal
Female,Yes,No,None,Yes,Yes,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card
Male,Yes,No,Offer C,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card
Female,No,No,None,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal
Female,No,No,Offer A,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Two Year,No,Credit Card
Male,Yes,No,Offer A,Yes,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Yes,Yes,Two Year,No,Bank Withdrawal
Male,No,No,Offer D,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card
Female,No,Yes,None,Yes,No,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal
Male,Yes,No,Offer A,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal
Male,No,No,None,Yes,No,Yes,Cable,Yes,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal
Female,No,No,Offer C,Yes,Yes,Yes,DSL,Yes,Yes,No,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal
Female,No,Yes,None,No,No,Yes,DSL,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card
Male,No,No,None,Yes,No,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal
Female,No,No,Offer C,Yes,No,Yes,DSL,Yes,Yes,No,No,No,No,No,Yes,One Year,No,Credit Card
Female,Yes,Yes,None,Yes,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal
Female,No,Yes,None,Yes,No,Yes,Fiber Optic,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal
Female,Yes,No,None,Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card
Female,Yes,No,Offer A,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,No,No,Yes,Yes,Yes,Two Year,Yes,Credit Card
Female,Yes,No,Offer A,No,No,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal
Female,No,No,Offer B,Yes,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card
Male,Yes,No,None,Yes,No,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal
Female,Yes,No,Offer A,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card
Male,Yes,No,None,Yes,No,Yes,DSL,Yes,No,No,No,No,Yes,No,Yes,Two Year,Yes,Credit Card
Female,Yes,Yes,None,Yes,No,Yes,Cable,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal
Female,Yes,No,None,No,No,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal
Female,No,No,None,Yes,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal
Male,No,Yes,None,Yes,No,Yes,Fiber Optic,No,No,Yes,No,Yes,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal
Female,Yes,No,None,Yes,Yes,Yes,DSL,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
Female,Yes,No,None,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,No,No,Yes,Yes,Month-to-Month,Yes,Credit Card
Male,Yes,No,Offer B,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,No,No,No,No,One Year,Yes,Bank Withdrawal
Male,No,Yes,None,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal
Male,No,Yes,Offer E,Yes,No,Yes,DSL,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal
Male,No,Yes,None,Yes,No,Yes,Cable,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check
Female,Yes,No,None,Yes,No,Yes,Fiber Optic,No,No,Yes,Yes,Yes,No,No,Yes,Two Year,No,Bank Withdrawal
Male,Yes,No,Offer B,Yes,Yes,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card
Female,Yes,No,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal
Male,Yes,No,None,Yes,Yes,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card
Female,Yes,No,None,Yes,No,Yes,Fiber Optic,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal
Male,No,No,Offer B,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal
Female,No,No,Offer E,No,No,Yes,DSL,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal
Female,Yes,No,None,Yes,Yes,Yes,Cable,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal
Male,Yes,No,None,No,No,Yes,DSL,No,Yes,Yes,No,No,Yes,Yes,No,One Year,Yes,Credit Card
Male,No,No,Offer E,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
Male,No,Yes,None,Yes,No,Yes,Cable,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card
Female,No,No,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card
Male,Yes,No,Offer A,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal
Female,No,Yes,Offer D,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal
Female,Yes,Yes,Offer A,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal
Female,Yes,No,None,Yes,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card
Female,No,No,Offer D,Yes,No,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal
Female,No,No,Offer B,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card
Female,Yes,No,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card
Female,No,No,None,Yes,No,Yes,DSL,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card
Female,Yes,No,Offer B,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card
Female,Yes,Yes,None,Yes,No,Yes,DSL,No,No,No,No,Yes,No,Yes,Yes,Month-to-Month,No,Credit Card
Female,Yes,No,None,Yes,Yes,No,None,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card
Male,Yes,No,None,No,No,Yes,DSL,Yes,No,Yes,No,Yes,No,No,Yes,One Year,No,Credit Card
Male,Yes,No,None,Yes,No,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal
Female,Yes,No,None,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card
Female,No,No,None,No,No,Yes,DSL,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal
Female,Yes,No,Offer A,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,No,No,Two Year,No,Credit Card
Female,Yes,Yes,None,Yes,Yes,Yes,Cable,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card
Male,Yes,No,Offer B,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card
Female,No,Yes,Offer C,Yes,No,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,No,Yes,Yes,One Year,Yes,Bank Withdrawal
Male,Yes,No,None,Yes,No,No,None,No,No,No,No,No,No,No,No,One Year,No,Credit Card
Female,Yes,No,Offer B,Yes,No,Yes,Cable,Yes,Yes,No,Yes,No,No,No,Yes,One Year,Yes,Bank Withdrawal
Male,No,Yes,Offer B,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal
Male,No,No,None,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card
Male,No,No,None,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,No,No,No,Yes,One Year,No,Bank Withdrawal
Male,No,No,Offer D,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card
Female,Yes,No,Offer C,Yes,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal
Female,Yes,Yes,None,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal
Male,Yes,No,None,Yes,No,Yes,Fiber Optic,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal
Male,Yes,No,Offer A,Yes,Yes,Yes,Cable,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card
Male,Yes,No,Offer E,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal
Male,No,No,Offer B,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal
Male,No,No,None,Yes,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card
Female,Yes,No,None,No,No,Yes,DSL,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal
Female,No,No,Offer E,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card
Male,Yes,No,None,Yes,No,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal
Male,Yes,No,None,Yes,Yes,Yes,DSL,No,No,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card
Male,No,No,Offer E,No,No,Yes,DSL,No,No,Yes,Yes,No,No,No,Yes,One Year,Yes,Credit Card
Female,No,Yes,None,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
Female,No,No,None,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal
Male,Yes,No,None,Yes,Yes,No,None,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card
Female,Yes,Yes,None,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal
Male,Yes,No,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card
Female,Yes,No,Offer A,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card
Male,Yes,No,Offer B,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card
Female,Yes,No,None,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,No,Yes,No,Yes,Month-to-Month,No,Credit Card
Female,Yes,No,Offer B,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card
Female,Yes,No,Offer B,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal
Female,No,Yes,None,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
Female,No,No,Offer E,Yes,No,Yes,Cable,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal
Female,Yes,No,None,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal
Male,No,No,None,Yes,No,Yes,Cable,No,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Credit Card
Male,Yes,No,Offer A,No,No,Yes,Cable,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal
Female,No,No,Offer E,Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card
Female,No,Yes,Offer E,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card
Female,No,No,None,Yes,No,No,None,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal
Female,Yes,No,None,Yes,No,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal
Male,Yes,No,Offer B,Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,No,No,Two Year,Yes,Bank Withdrawal
Female,No,No,None,Yes,Yes,Yes,DSL,No,No,No,No,No,No,No,Yes,Two Year,No,Mailed Check
Male,Yes,No,None,Yes,Yes,Yes,Fiber Optic,No,Yes,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card
Female,No,No,None,Yes,No,Yes,DSL,Yes,No,Yes,Yes,No,No,No,Yes,One Year,No,Credit Card
Male,Yes,No,Offer B,Yes,No,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card
Male,Yes,No,None,No,No,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card
Female,Yes,No,Offer B,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card
Female,Yes,No,None,Yes,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card
Male,Yes,No,Offer D,Yes,No,Yes,Fiber Optic,No,Yes,Yes,Yes,No,No,No,No,One Year,No,Credit Card
Female,Yes,No,Offer B,Yes,No,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Two Year,No,Bank Withdrawal
Female,No,No,Offer C,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card
Female,Yes,Yes,None,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal
Male,Yes,No,Offer A,Yes,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal
Female,Yes,No,Offer E,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal
Male,Yes,No,None,Yes,No,Yes,Fiber Optic,No,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal
Male,No,No,None,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal
Female,No,No,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card
Male,No,Yes,None,No,No,Yes,DSL,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card
Female,Yes,Yes,None,Yes,No,Yes,Fiber Optic,No,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card
Female,Yes,No,Offer A,No,No,Yes,Cable,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card
Female,Yes,No,None,No,No,Yes,DSL,Yes,No,No,Yes,No,No,No,Yes,One Year,No,Credit Card
Female,Yes,Yes,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal
Female,No,No,None,No,No,Yes,Cable,No,No,Yes,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card
Female,No,No,None,Yes,No,No,None,No,No,No,No,No,No,No,No,One Year,No,Credit Card
Female,No,No,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card
Female,Yes,Yes,Offer C,Yes,No,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card
Male,Yes,No,Offer D,Yes,No,Yes,Fiber Optic,Yes,Yes,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal
Male,Yes,No,None,Yes,No,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal
Female,No,No,Offer B,Yes,Yes,No,None,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal
Male,No,No,None,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal
Female,No,No,None,Yes,No,Yes,Fiber Optic,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
Female,No,No,None,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card
Female,Yes,Yes,Offer B,Yes,No,Yes,DSL,Yes,No,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal
Male,Yes,No,None,Yes,Yes,Yes,Fiber Optic,No,Yes,No,Yes,No,No,No,Yes,One Year,No,Bank Withdrawal
Male,No,Yes,Offer D,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card
Female,No,No,Offer B,Yes,Yes,No,None,No,No,No,No,No,No,No,No,One Year,No,Credit Card
Male,No,No,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card
Male,No,No,None,No,No,Yes,DSL,Yes,No,Yes,Yes,No,No,No,Yes,Two Year,No,Credit Card
Female,No,No,Offer B,Yes,No,Yes,DSL,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card
Female,No,No,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card
Male,Yes,Yes,None,Yes,No,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card
Male,No,No,Offer C,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card
Female,No,No,None,No,No,Yes,DSL,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal
Female,Yes,No,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card
Male,Yes,No,None,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal
Female,Yes,No,Offer B,Yes,No,Yes,Cable,Yes,Yes,Yes,No,No,No,No,No,One Year,Yes,Credit Card
Female,Yes,No,None,Yes,No,Yes,Cable,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal
Female,Yes,No,Offer E,Yes,No,No,None,No,No,No,No,No,No,No,No,One Year,No,Mailed Check
Female,No,Yes,None,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal
Female,Yes,No,None,Yes,No,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal
Male,No,Yes,Offer C,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
